,id,lambda_function_name,event_time,write_to_database_timestamp,function_end_timestamp,billed_duration_ms,cold_start
83,image_capture_2025-05-04_21-00-00.jpg,site1-lambdafunction,2025-05-05 03:01:06,2025-05-05 03:01:23.857,2025-05-05 03:01:23.932,16487.0,True
84,image_capture_2025-05-04_20-00-00.jpg,site1-lambdafunction,2025-05-05 02:00:51,2025-05-05 02:01:12.282,2025-05-05 02:01:13.223,20135.0,True
85,image_capture_2025-05-04_18-59-59.jpg,site1-lambdafunction,2025-05-05 01:00:44,2025-05-05 01:01:04.664,2025-05-05 01:01:05.620,19476.0,True
86,image_capture_2025-05-04_18-00-00.jpg,site1-lambdafunction,2025-05-05 00:00:31,2025-05-05 00:00:57.395,2025-05-05 00:00:57.689,25244.0,True
87,image_capture_2025-05-04_17-00-00.jpg,site1-lambdafunction,2025-05-04 23:00:20,2025-05-04 23:00:50.419,2025-05-04 23:00:50.480,29527.0,True
88,image_capture_2025-05-04_16-00-00.jpg,site1-lambdafunction,2025-05-04 22:00:16,2025-05-04 22:00:36.473,2025-05-04 22:00:36.519,18388.0,True
89,image_capture_2025-05-04_15-00-00.jpg,site1-lambdafunction,2025-05-04 21:00:03,2025-05-04 21:00:21.879,2025-05-04 21:00:21.937,16653.0,True
90,image_capture_2025-05-04_14-00-00.jpg,site1-lambdafunction,2025-05-04 20:00:01,2025-05-04 20:00:27.788,2025-05-04 20:00:27.881,25597.0,True
91,image_capture_2025-05-04_13-00-00.jpg,site1-lambdafunction,2025-05-04 19:01:07,2025-05-04 19:01:26.533,2025-05-04 19:01:26.892,17317.0,True
92,image_capture_2025-05-04_12-00-00.jpg,site1-lambdafunction,2025-05-04 18:00:55,2025-05-04 18:01:14.853,2025-05-04 18:01:16.514,20306.0,True
93,image_capture_2025-05-04_10-59-59.jpg,site1-lambdafunction,2025-05-04 17:00:41,2025-05-04 17:01:00.970,2025-05-04 17:01:01.219,18259.0,True
94,image_capture_2025-05-04_10-00-00.jpg,site1-lambdafunction,2025-05-04 16:00:31,2025-05-04 16:00:49.773,2025-05-04 16:00:49.824,16684.0,True
95,image_capture_2025-05-04_08-59-59.jpg,site1-lambdafunction,2025-05-04 15:00:19,2025-05-04 15:00:38.590,2025-05-04 15:00:38.648,17273.0,True
96,image_capture_2025-05-04_08-00-00.jpg,site1-lambdafunction,2025-05-04 14:00:18,2025-05-04 14:00:43.559,2025-05-04 14:00:43.624,24526.0,True
97,image_capture_2025-05-04_07-00-00.jpg,site1-lambdafunction,2025-05-04 13:00:03,2025-05-04 13:00:21.533,2025-05-04 13:00:21.609,17236.0,True
98,image_capture_2025-05-04_06-00-00.jpg,site1-lambdafunction,2025-05-04 12:00:01,2025-05-04 12:00:18.621,2025-05-04 12:00:18.709,16140.0,True
99,image_capture_2025-05-04_04-00-00.jpg,site1-lambdafunction,2025-05-04 10:01:03,2025-05-04 10:01:22.129,2025-05-04 10:01:22.238,17741.0,True
100,image_capture_2025-05-04_03-00-00.jpg,site1-lambdafunction,2025-05-04 09:00:55,2025-05-04 09:01:15.412,2025-05-04 09:01:15.944,18929.0,True
101,image_capture_2025-05-04_02-00-00.jpg,site1-lambdafunction,2025-05-04 08:00:41,2025-05-04 08:00:59.614,2025-05-04 08:00:59.668,16504.0,True
102,image_capture_2025-05-04_01-00-00.jpg,site1-lambdafunction,2025-05-04 07:00:33,2025-05-04 07:00:52.500,2025-05-04 07:00:54.917,19597.0,True
103,image_capture_2025-05-04_00-00-00.jpg,site1-lambdafunction,2025-05-04 06:00:20,2025-05-04 06:00:38.703,2025-05-04 06:00:38.754,16949.0,True
104,image_capture_2025-05-03_23-00-00.jpg,site1-lambdafunction,2025-05-04 05:00:17,2025-05-04 05:00:39.425,2025-05-04 05:00:39.483,20277.0,True
105,image_capture_2025-05-03_22-00-00.jpg,site1-lambdafunction,2025-05-04 04:00:03,2025-05-04 04:00:21.251,2025-05-04 04:00:21.425,16690.0,True
106,image_capture_2025-05-03_21-00-00.jpg,site1-lambdafunction,2025-05-04 03:00:00,2025-05-04 03:00:24.201,2025-05-04 03:00:24.302,21879.0,True
107,image_capture_2025-05-03_19-00-00.jpg,site1-lambdafunction,2025-05-04 01:01:05,2025-05-04 01:01:23.766,2025-05-04 01:01:23.839,16547.0,True
108,image_capture_2025-05-03_18-00-00.jpg,site1-lambdafunction,2025-05-04 00:00:56,2025-05-04 00:01:20.969,2025-05-04 00:01:24.909,26732.0,True
109,image_capture_2025-05-03_17-00-00.jpg,site1-lambdafunction,2025-05-03 23:00:43,2025-05-03 23:01:04.531,2025-05-03 23:01:05.897,21314.0,True
110,image_capture_2025-05-03_16-00-00.jpg,site1-lambdafunction,2025-05-03 22:00:32,2025-05-03 22:00:50.553,2025-05-03 22:00:50.605,16640.0,True
111,image_capture_2025-05-03_15-00-00.jpg,site1-lambdafunction,2025-05-03 21:00:20,2025-05-03 21:00:40.248,2025-05-03 21:00:40.300,18220.0,True
112,image_capture_2025-05-03_14-00-00.jpg,site1-lambdafunction,2025-05-03 20:00:17,2025-05-03 20:00:35.714,2025-05-03 20:00:35.770,16664.0,True
113,image_capture_2025-05-03_13-00-00.jpg,site1-lambdafunction,2025-05-03 19:00:03,2025-05-03 19:00:22.786,2025-05-03 19:00:22.846,18356.0,True
114,image_capture_2025-05-03_12-00-00.jpg,site1-lambdafunction,2025-05-03 18:00:01,2025-05-03 18:00:30.747,2025-05-03 18:00:30.855,28503.0,True
115,image_capture_2025-05-03_10-00-00.jpg,site1-lambdafunction,2025-05-03 16:01:03,2025-05-03 16:01:23.510,2025-05-03 16:01:23.619,18837.0,True
116,image_capture_2025-05-03_08-59-59.jpg,site1-lambdafunction,2025-05-03 15:00:51,2025-05-03 15:01:08.638,2025-05-03 15:01:08.727,16261.0,True
117,image_capture_2025-05-03_08-00-00.jpg,site1-lambdafunction,2025-05-03 14:00:40,2025-05-03 14:01:00.375,2025-05-03 14:01:00.504,18564.0,True
118,image_capture_2025-05-03_07-00-00.jpg,site1-lambdafunction,2025-05-03 13:00:31,2025-05-03 13:00:50.548,2025-05-03 13:00:50.602,18117.0,True
119,image_capture_2025-05-03_06-00-00.jpg,site1-lambdafunction,2025-05-03 12:00:19,2025-05-03 12:00:40.743,2025-05-03 12:00:40.797,19505.0,True
120,image_capture_2025-05-03_05-00-00.jpg,site1-lambdafunction,2025-05-03 11:00:18,2025-05-03 11:00:35.647,2025-05-03 11:00:35.713,16223.0,True
121,image_capture_2025-05-03_04-00-00.jpg,site1-lambdafunction,2025-05-03 10:00:03,2025-05-03 10:00:23.517,2025-05-03 10:00:23.568,18559.0,True
122,image_capture_2025-05-03_03-00-00.jpg,site1-lambdafunction,2025-05-03 09:00:00,2025-05-03 09:00:18.919,2025-05-03 09:00:19.010,16260.0,True
123,image_capture_2025-05-03_00-59-59.jpg,site1-lambdafunction,2025-05-03 07:01:06,2025-05-03 07:01:28.792,2025-05-03 07:01:31.705,24101.0,True
124,image_capture_2025-05-03_00-00-00.jpg,site1-lambdafunction,2025-05-03 06:00:50,2025-05-03 06:01:07.143,2025-05-03 06:01:07.241,15339.0,True
125,image_capture_2025-05-02_23-00-00.jpg,site1-lambdafunction,2025-05-03 05:00:39,2025-05-03 05:00:58.802,2025-05-03 05:00:58.855,17935.0,True
126,image_capture_2025-05-02_22-00-00.jpg,site1-lambdafunction,2025-05-03 04:00:29,2025-05-03 04:00:48.809,2025-05-03 04:00:48.859,17980.0,True
